English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,SkillKey
A focus on form allows one to evade and manoeuvre.,专注于形则可避敌锋芒,Vanilla,专注于形则可避敌锋芒,专注于形则可避敌锋芒,专注于形则可避敌锋芒。,True,True,專注於身形，便能夠閃躲挪騰。,Vanilla,專注於身形，便能夠閃躲挪騰。,專注於身形，便能夠閃躲挪騰。,專注於形則可避敵鋒芒。,hv_skill_ability_inward_focus_expertise_description
Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_skill_ability_into_the_breach_resolve_name
"A charge, fuelled by stern hearts and sterner blades, will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,Vanilla,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,Vanilla,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！,hv_skill_ability_into_the_breach_resolve_description
Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_skill_ability_into_the_breach_instinct_name
"A charge, fuelled by stern hearts and sterner blades, will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,Vanilla,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,Vanilla,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！,hv_skill_ability_into_the_breach_instinct_description
Internal Blaze,心火,Vanilla,心火,心火,心火,False,True,心中烈火,Vanilla,心中烈火,心中烈火,心火,hv_skill_ability_internal_blaze_instinct_name
Ma Chao's internal strife manifests in bursts of rage; uncontrollable charges at the enemy!,心火燎原不能自已，马超化怨作勇悍而冲锋！,Vanilla,心火燎原不能自已，马超化怨作勇悍而冲锋！,心火燎原不能自已，马超化怨作勇悍而冲锋！,心火燎原不能自已，马超化怨作勇悍而冲锋！,False,True,馬超心中的不滿化作爆發的狂怒，抑制不住地直往敵人轟去！,Vanilla,馬超心中的不滿化作爆發的狂怒，抑制不住地直往敵人轟去！,馬超心中的不滿化作爆發的狂怒，抑制不住地直往敵人轟去！,心火燎原不能自已，馬超化怨作勇悍而衝鋒！,hv_skill_ability_internal_blaze_instinct_description
Inspiring Words,鼓舞,Vanilla,鼓舞,鼓舞,鼓舞,False,True,慷慨陳詞,Vanilla,慷慨陳詞,慷慨陳詞,鼓舞,hv_skill_ability_inspiring_words_authority_name
Liu Bei's words drive his men to greatness!,刘备的话语可以促使麾下将士拼死效命,Vanilla,刘备的话语可以促使麾下将士拼死效命,刘备的话语可以促使麾下将士拼死效命,刘备的话语可以促使麾下将士拼死效命。,True,True,劉備的激昂言辭引領他的部下共創偉業！,Vanilla,劉備的激昂言辭引領他的部下共創偉業！,劉備的激昂言辭引領他的部下共創偉業！,劉備的話語可以促使麾下將士拼死效命。,hv_skill_ability_inspiring_words_authority_description
Frontline Observation,鹰视,MappedByPattern,,前线查探,鹰视,False,True,前線查探,MappedByPattern,,前線查探,鷹視,hv_skill_ability_inspection_resolve_name
A look at the battlefield with remarkable insight.,以非凡的观察力纵观战场。,MappedByPattern,,以非凡的观察力纵观战场。,以非凡的观察力纵观战场。,False,False,以非凡的觀察力縱觀戰場。,MappedByPattern,,以非凡的觀察力縱觀戰場。,以非凡的觀察力縱觀戰場。,hv_skill_ability_inspection_resolve_description
Frontline Observation,鹰视,MappedByPattern,,前线查探,鹰视,False,True,前線查探,MappedByPattern,,前線查探,鷹視,hv_skill_ability_inspection_healer_name
A look at the battlefield with remarkable insight.,以非凡的观察力纵观战场。,MappedByPattern,,以非凡的观察力纵观战场。,以非凡的观察力纵观战场。,False,False,以非凡的觀察力縱觀戰場。,MappedByPattern,,以非凡的觀察力縱觀戰場。,以非凡的觀察力縱觀戰場。,hv_skill_ability_inspection_healer_description
Frontline Observation,鹰视,MappedByPattern,,前线查探,鹰视,False,True,前線查探,MappedByPattern,,前線查探,鷹視,hv_skill_ability_inspection_cunning_name
A look at the battlefield with remarkable insight.,以非凡的观察力纵观战场。,MappedByPattern,,以非凡的观察力纵观战场。,以非凡的观察力纵观战场。,False,False,以非凡的觀察力縱觀戰場。,MappedByPattern,,以非凡的觀察力縱觀戰場。,以非凡的觀察力縱觀戰場。,hv_skill_ability_inspection_cunning_description
Frontline Observation,鹰视,MappedByPattern,,前线查探,鹰视,False,True,前線查探,MappedByPattern,,前線查探,鷹視,hv_skill_ability_inspection_authority_name
A close observation of the battlefield can bring remarkable insights.,以非凡的观察力纵观战场。,MappedByPattern,,以非凡的观察力纵观战场。,以非凡的观察力纵观战场。,False,False,以非凡的觀察力縱觀戰場。,MappedByPattern,,以非凡的觀察力縱觀戰場。,以非凡的觀察力縱觀戰場。,hv_skill_ability_inspection_authority_description
Inner Vitality,内力,MappedByPattern,,内在活力,内力,False,True,内在活力,MappedByPattern,,内在活力,內力,hv_skill_ability_inner_vitality_resolve_name
A warrior who feels truly alive in battle.,以战为生的勇士。,MappedByPattern,,以战为生的勇士。,以战为生的勇士。,False,False,以戰爲生的勇士。,MappedByPattern,,以戰爲生的勇士。,以戰爲生的勇士。,hv_skill_ability_inner_vitality_resolve_description
Inner Fire,炽心,Vanilla,炽心,炽心,炽心,False,True,心中真火,Vanilla,心中真火,心中真火,熾心,hv_skill_ability_inner_fire_name
A lifetime spent learning the ways of heaven will turn thoughts into belief.,长解天道则称信。,Vanilla,长解天道则称信。,长解天道则称信。,长解天道则称信。,False,True,畢生學習天道，便能將想法化為信念。,Vanilla,畢生學習天道，便能將想法化為信念。,畢生學習天道，便能將想法化為信念。,長解天道則稱信。,hv_skill_ability_inner_fire_description
Indomitable Warrior,无畏,MappedByPattern,,无畏之士,无畏,False,True,無畏之士,MappedByPattern,,無畏之士,無畏,hv_skill_ability_indomitable_warrior_resolve_name
This man has learnt to overcome defeat.,屡败屡战，无所畏惧。,MappedByPattern,,此人屡败屡战。,屡败屡战，无所畏惧。,False,False,屢敗屢戰，無所畏懼。,MappedByPattern,,此人屢敗屢戰。,屢敗屢戰，無所畏懼。,hv_skill_ability_indomitable_warrior_resolve_description
Indomitable Warrior,无畏,MappedByPattern,,无畏之士,无畏,False,True,無畏之士,MappedByPattern,,無畏之士,無畏,hv_skill_ability_indomitable_warrior_instinct_name
This man has learnt to overcome defeat.,屡败屡战，无所畏惧。,MappedByPattern,,此人屡败屡战。,屡败屡战，无所畏惧。,False,False,屢敗屢戰，無所畏懼。,MappedByPattern,,此人屢敗屢戰。,屢敗屢戰，無所畏懼。,hv_skill_ability_indomitable_warrior_instinct_description
Impetuous Charge,横冲,Vanilla,横冲,横冲,横冲,False,True,狂暴衝鋒,Vanilla,狂暴衝鋒,狂暴衝鋒,橫衝,hv_skill_ability_impetuous_charge_instinct_name
"A reckless charge, inspiring but exhausting!",勇莽冲锋可奋三军，却也颇费精力！,Vanilla,勇莽冲锋可奋三军，却也颇费精力！,勇莽冲锋可奋三军，却也颇费精力！,勇莽冲锋可奋三军，却也颇费精力！,False,True,悍然衝鋒，令人激賞，但也消耗氣力！,Vanilla,悍然衝鋒，令人激賞，但也消耗氣力！,悍然衝鋒，令人激賞，但也消耗氣力！,勇莽衝鋒可奮三軍，卻也頗費精力！,hv_skill_ability_impetuous_charge_instinct_description
Impetuous Charge,横冲,Vanilla,横冲,横冲,横冲,False,True,狂暴衝鋒,Vanilla,狂暴衝鋒,狂暴衝鋒,橫衝,hv_skill_ability_impetuous_charge_expertise_name
"A reckless charge, inspiring but exhausting!",勇莽冲锋可奋三军，却也颇费精力！,Vanilla,勇莽冲锋可奋三军，却也颇费精力！,勇莽冲锋可奋三军，却也颇费精力！,勇莽冲锋可奋三军，却也颇费精力！,False,True,悍然衝鋒，令人激賞，但也消耗氣力！,Vanilla,悍然衝鋒，令人激賞，但也消耗氣力！,悍然衝鋒，令人激賞，但也消耗氣力！,勇莽衝鋒可奮三軍，卻也頗費精力！,hv_skill_ability_impetuous_charge_expertise_description
Impetuous Charge,横冲,Vanilla,横冲,横冲,横冲,False,True,狂暴衝鋒,Vanilla,狂暴衝鋒,狂暴衝鋒,橫衝,hv_skill_ability_impetuous_charge_authority_name
"A reckless charge, inspiring but exhausting!",勇莽冲锋可奋三军，却也颇费精力！,Vanilla,勇莽冲锋可奋三军，却也颇费精力！,勇莽冲锋可奋三军，却也颇费精力！,勇莽冲锋可奋三军，却也颇费精力！,False,True,悍然衝鋒，令人激賞，但也消耗氣力！,Vanilla,悍然衝鋒，令人激賞，但也消耗氣力！,悍然衝鋒，令人激賞，但也消耗氣力！,勇莽衝鋒可奮三軍，卻也頗費精力！,hv_skill_ability_impetuous_charge_authority_description
Imperious Presence,跋扈,Vanilla,跋扈,霸气逼人,跋扈,False,True,霸氣逼人,Vanilla,霸氣逼人,霸氣逼人,跋扈,hv_skill_ability_imperious_presence_authority_name
Cao Cao's ordered mind encourages his forces to more efficient action!,曹操的威势会激励周围所有部队，从而增强其战斗效率,Vanilla,曹操的威势会激励周围所有部队，从而增强其战斗效率,曹操的威势会激励周围所有部队，从而增强其战斗效率,曹操的威势会激励周围所有部队，从而增强其战斗效率。,True,True,曹操的聰明睿智能使他的部隊行動更有效率！,Vanilla,曹操的聰明睿智能使他的部隊行動更有效率！,曹操的聰明睿智能使他的部隊行動更有效率！,曹操的威勢會激勵周圍所有部隊，從而增強其戰鬥效率。,hv_skill_ability_imperious_presence_authority_description
Impenetrable Redoubt,毅重,MappedByPattern,毅重,毅重,毅重,False,True,堅韌堡壘,MappedByPattern,堅韌堡壘,堅韌堡壘,毅重,hv_skill_ability_impenetrable_redoubt_expertise_name
"This general is as an immovable wall, inspiring his men to stand firm against much greater odds.",此将有如一道铜墙铁壁，鼓舞着麾下兵士在逆境中不动如山。,MappedByPattern,,此将有如一堵难以撼动的墙，激励麾下兵士坚守阵线排除万难。,此将有如一堵难以撼动的墙，激励麾下兵士坚守阵线排除万难。,True,False,此將有如一堵難以撼動的牆，激勵麾下兵士堅守陣線排除萬難。,MappedByPattern,,此將有如一堵難以撼動的牆，激勵麾下兵士堅守陣線排除萬難。,此將有如一堵難以撼動的牆，激勵麾下兵士堅守陣線排除萬難。,hv_skill_ability_impenetrable_redoubt_expertise_description
Impenetrable Redoubt,毅重,MappedByPattern,毅重,毅重,毅重,False,True,堅韌堡壘,MappedByPattern,堅韌堡壘,堅韌堡壘,毅重,hv_skill_ability_impenetrable_redoubt_authority_name
"This general is as an immovable wall, inspiring his men to stand firm against much greater odds.",此将有如一道铜墙铁壁，鼓舞着麾下兵士在逆境中不动如山。,MappedByPattern,,此将有如一堵难以撼动的墙，激励麾下兵士坚守阵线排除万难。,此将有如一堵难以撼动的墙，激励麾下兵士坚守阵线排除万难。,True,False,此將有如一堵難以撼動的牆，激勵麾下兵士堅守陣線排除萬難。,MappedByPattern,,此將有如一堵難以撼動的牆，激勵麾下兵士堅守陣線排除萬難。,此將有如一堵難以撼動的牆，激勵麾下兵士堅守陣線排除萬難。,hv_skill_ability_impenetrable_redoubt_authority_description
Poison-wind,剧毒,MappedByPattern,,毒风,剧毒,False,True,毒風,MappedByPattern,,毒風,劇毒,hv_skill_ability_hero_poisonwind_shot_cunning_name
A special arrow containing a toxic substance.,含有有毒物质的特殊箭头。,MappedByPattern,,含有有毒物质的特殊箭头。,含有有毒物质的特殊箭头。,False,False,含有有毒物質的特殊箭頭。,MappedByPattern,,含有有毒物質的特殊箭頭。,含有有毒物質的特殊箭頭。,hv_skill_ability_hero_poisonwind_shot_cunning_description
Heavenly Presence,威临,MappedByPattern,威临,威临,威临,False,True,天人親臨,MappedByPattern,天人親臨,天人親臨,威臨,hv_skill_ability_heavenly_presence_authority_name
"This warrior's presence on the battlefield can give hope to his men, even in the most dire of situations.",局势危急之际，此人拍马杀到，为手下带来希望。,MappedByPattern,,纵使情势极为严峻，此人现身战场上仍能为麾下兵士带来希望。,纵使情势极为严峻，此人现身战场上仍能为麾下兵士带来希望。,True,True,縱使情勢極為嚴峻，此人現身戰場上仍能為麾下兵士帶來希望。,MappedByPattern,,縱使情勢極為嚴峻，此人現身戰場上仍能為麾下兵士帶來希望。,縱使情勢極爲嚴峻，此人現身戰場上仍能爲麾下兵士帶來希望。,hv_skill_ability_heavenly_presence_authority_description
Heavenly Grace,天人之姿,MappedByPattern,天人之姿,天人之姿,天人之姿,False,True,天仙氣質,MappedByPattern,天仙氣質,天仙氣質,天人之姿,hv_skill_ability_heavenly_grace_cunning_name
"Using her graceful beauty, she stuns all those around her.",她运用美色，迷得周围所有人动弹不得。,MappedByPattern,,她运用美色，迷得周围所有人动弹不得。,她运用美色，迷得周围所有人动弹不得。,False,False,她運用美色，迷得周圍所有人動彈不得。,MappedByPattern,,她運用美色，迷得周圍所有人動彈不得。,她運用美色，迷得周圍所有人動彈不得。,hv_skill_ability_heavenly_grace_cunning_description
Heavenly Grace,天人之姿,MappedByPattern,天人之姿,天人之姿,天人之姿,False,True,天仙氣質,MappedByPattern,天仙氣質,天仙氣質,天人之姿,hv_skill_ability_heavenly_grace_authority_name
"With her graceful beauty, she stuns all around her.",她运用美色，迷得周围所有人动弹不得。,MappedByPattern,,她运用美色，迷得周围所有人动弹不得。,她运用美色，迷得周围所有人动弹不得。,False,False,她運用美色，迷得周圍所有人動彈不得。,MappedByPattern,,她運用美色，迷得周圍所有人動彈不得。,她運用美色，迷得周圍所有人動彈不得。,hv_skill_ability_heavenly_grace_authority_description
