English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,PikaManZhcn,DiffZhcn,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,PikaManZhtw,DiffZhtw,SkillKey
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_zhang_fei_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_zhang_fang_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_zhang_fang_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_zhang_bao_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_zhang_bao_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yue_jin_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yue_jin_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yuan_shu_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yuan_shu_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yuan_shao_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yuan_shao_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yuan_shang_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yuan_shang_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yuan_generic_earth_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yuan_generic_earth_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yu_jin_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yu_jin_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_ytr_veteran_01_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_ytr_veteran_01_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_ytr_scholar_01_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_ytr_scholar_01_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_ytr_healer_01_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_ytr_healer_01_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yan_yu_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yan_yu_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yan_xiang_4A_name
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yan_xiang_4A_dlc07_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yan_xiang_4A_dlc07_description
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yan_xiang_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yan_liang_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yan_liang_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yan_baihu_4A_name
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_yan_baihu_4A_dlc07_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yan_baihu_4A_dlc07_description
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_yan_baihu_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_xun_yu_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_xun_yu_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_xun_you_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_xun_you_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_xu_shu_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_xu_shu_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_xu_huang_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_xu_huang_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_xu_chu_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_xu_chu_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_xiao_qiao_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_xiao_qiao_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_xiahou_yuan_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_xiahou_yuan_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_xiahou_dun_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_xiahou_dun_4A_description
First Characteristic,个性一,MappedByPattern,,,,,True,特性一,MappedByPattern,,,,,True,hv_skill_add_individuality_wu_anguo_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,,,,True,超凡脫俗,MappedByText,,,,,True,hv_skill_add_individuality_wu_anguo_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_wood_villager_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_wood_villager_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_wood_minister_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_wood_minister_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_wood_governor_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_wood_governor_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_wood_general_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_wood_general_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_wood_envoy_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_wood_envoy_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_wood_bandit_villager_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_wood_bandit_villager_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_wood_bandit_minister_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_wood_bandit_minister_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_wood_bandit_governor_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_wood_bandit_governor_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_wood_bandit_general_4A_name
Someone who stands out among the people.,超凡脱俗,MappedByText,,超凡脱俗,超凡脱俗,,False,超凡脫俗,MappedByText,,超凡脫俗,超凡脫俗,,False,hv_skill_add_individuality_wood_bandit_general_4A_description
First Characteristic,个性一,MappedByPattern,,特性一,个性一,,False,特性一,MappedByPattern,,特性一,個性一,,True,hv_skill_add_individuality_wood_bandit_envoy_4A_name
