Key,Text,Tooltip,English,Override by key,Mapped by text,Vanilla,Exact,Eng-short,Source,Short Key,File
character_skills_localised_description_hv_skill_add_individuality_jia_xu_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_jia_xu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_jia_xu_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_jia_xu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_jia_xu_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_jia_xu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_pang_tong_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_pang_tong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_pang_tong_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_pang_tong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_pang_tong_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_pang_tong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_yan_xiang_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_yan_xiang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_yan_xiang_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_yan_xiang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_yan_xiang_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_yan_xiang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_zhang_zhao_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_zhang_zhao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_zhang_zhao_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_zhang_zhao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_zhang_zhao_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_zhang_zhao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lady_gongsun_jinting_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lady_gongsun_jinting,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lady_gongsun_jinting_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lady_gongsun_jinting,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lady_gongsun_jinting_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lady_gongsun_jinting,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lu_zhi_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lu_zhi,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lu_zhi_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lu_zhi,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lu_zhi_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lu_zhi,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_sima_yi_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_sima_yi,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_sima_yi_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_sima_yi,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_sima_yi_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_sima_yi,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lady_yuan_anyang_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lady_yuan_anyang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lady_yuan_anyang_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lady_yuan_anyang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lady_yuan_anyang_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lady_yuan_anyang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lady_cai_yan_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lady_cai_yan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lady_cai_yan_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lady_cai_yan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lady_cai_yan_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lady_cai_yan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_zhou_yu_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_zhou_yu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_zhou_yu_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_zhou_yu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_zhou_yu_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_zhou_yu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_tao_qian_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_tao_qian,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_tao_qian_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_tao_qian,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_tao_qian_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_tao_qian,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_guo_jia_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_guo_jia,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_guo_jia_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_guo_jia,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_guo_jia_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_guo_jia,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_hua_xin_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_hua_xin,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_hua_xin_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_hua_xin,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_hua_xin_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_hua_xin,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_chen_gong_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_chen_gong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_chen_gong_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_chen_gong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_chen_gong_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_chen_gong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_kong_rong_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_kong_rong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_kong_rong_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_kong_rong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_kong_rong_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_kong_rong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_xiao_qiao_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_xiao_qiao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_xiao_qiao_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_xiao_qiao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_xiao_qiao_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_xiao_qiao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lady_lu_zheng_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lady_lu_zheng,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lady_lu_zheng_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lady_lu_zheng,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lady_lu_zheng_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lady_lu_zheng,hv_TEXT_skills_additional.loc
