Text,Count,MappedByText,MappedByPattern,File
Hometown Bow,1,,,[02]__MTU_items__Bow.loc.tsv
Hooves of Rage,3,,怒蹄,hv_TEXT_unit_abilities.loc.tsv
Hope of Nam Viet,4,,民意,[03]__MTU_skills__Active_buff.loc.tsv
Horse Breeding,1,養馬,,hv_TEXT_pooled_resource.loc.tsv
Horse Breeding / Foraging & Supplies,1,養馬 / 自行覓食與補給,,hv_TEXT_frontend_features.loc.tsv
Horse Breeding: Abundant,1,養馬：充裕,,hv_TEXT_effects_pooled_resource.loc.tsv
Horse Breeding: Heavenly,1,養馬：天助,,hv_TEXT_effects_pooled_resource.loc.tsv
Horse Breeding: Inadequate,1,養馬：不足,,hv_TEXT_effects_pooled_resource.loc.tsv
Horse Breeding: Ordinary,1,養馬：普通,,hv_TEXT_effects_pooled_resource.loc.tsv
Horse Breeding: Sufficient,1,養馬：有餘,,hv_TEXT_effects_pooled_resource.loc.tsv
Horseback Huntsmen,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Hostess,1,女主人,,z_dummy_hv_TEXT_non_deployable.loc.tsv
Hou Jinting,2,,侯氏,[01]__MTU_generals__Water_strategist.loc.tsv
Hou Jinting's Embroidered Garment,1,,侯氏的绣服,[02]__MTU_items__Armour.loc.tsv
"Hou Jinting, matriarch of Gongsun Zan’s family, has joined us. It takes an intelligent and hardy woman to survive at the far reaches of the empire - Huo Jinting is no exception. She’s known for a sharp political mind and a guiding hand in civil affairs. In her time at court, you find her to be quite insightful. A woman like this could be useful in the turbulent times that lie ahead.",1,,,[04]__MTU_events___Concubine.loc.tsv
House Servant Archers,1,,家僕弓兵,hv_TEXT_unit_text_replacements.loc.tsv
"House Servant Archers are key to efficient estate defense, using bows to effectively hold and secure territory.",1,家僕弓兵是莊園防禦的關鍵，使用弓箭有效守護領地。,,hv_TEXT_unit_desc.loc.tsv
House Servant Axemen,1,,家僕斧兵,hv_TEXT_unit_text_replacements.loc.tsv
"House Servant Axemen are pragmatic defenders within the service of Jing Province's noble families. Familiar with the surrounding lands and adept at utilizing their knowledge for strategic advantages, these axemen are not celebrated heroes but essential cogs in the defense of their lords' estates. Their one-handed axes, while simple, are effectively wielded to secure and protect territory. Their value lies in their efficiency and the ease with which they can be supplied, leveraging their intimate understanding of local geography to hold ground against intruders with minimal resources.",1,家僕斧兵是荊州士族屬下務實的防禦者。他們熟悉週邊土地，善於利用地形取得優勢。這些斧兵並非備受頌揚的英雄，但卻是其主人領地防禦中不可或缺的關鍵。他們手中的單手斧頭雖然簡單，卻能有效保護領地。他們的價值在於容易補給，利用對當地地形的了解就能以最少的資源抵禦入侵者。,,hv_TEXT_unit_long_desc.loc.tsv
"House Servant Axemen provide cost-effective defense for noble estates, leveraging simple axes for territorial control.",1,家僕斧兵為士族莊園提供廉價的防禦，以簡單的斧頭控制領地。,,hv_TEXT_unit_desc.loc.tsv
House Servant Long Spearmen,1,,家僕長槍兵,hv_TEXT_unit_text_replacements.loc.tsv
"House Servant Long Spearmen excel in line defense and anti-cavalry roles, wielding two-handed spears to maintain order on the battlefield.",1,家僕長槍兵擅長列陣防禦，反制騎兵，手持雙手長矛在戰場上穩固陣腳。,,hv_TEXT_unit_desc.loc.tsv
"House Servant Long Spearmen stand as the bulwark of noble estates' defenses, utilizing their two-handed spears with proficiency to form impenetrable lines against enemy advances. Primarily tasked with the crucial roles of holding territory and repelling cavalry charges, their disciplined formations and effective reach make them a formidable force against mounted foes. Trained to maximize the advantages of their spears, these servants are essential for maintaining the strategic integrity of the territories they guard, ensuring that even the most audacious cavalry assault is met with steadfast resistance.",1,家僕長槍兵負責守護士族莊園，手握雙手長矛組成不可逾越的防線。他們的主要任務是守護陣地，防止騎兵突襲，以嚴整隊形和長矛有力對抗騎兵，是領地防禦中不可或缺的一環。經過訓練，他們精通長矛，即便敵軍騎兵鋪天蓋地而來，他們也能堅定抵抗。,,hv_TEXT_unit_long_desc.loc.tsv
House Servant Riders,1,,家僕騎手,hv_TEXT_unit_text_replacements.loc.tsv
House Yuan's Officer,1,袁氏士官,,hv_TEXT_effects_ceo.loc.tsv
Household Ji Guards of Yuan,1,袁氏家族戟衛,,hv_TEXT_unit_text_replacements.loc.tsv
How did the state of affairs end up so dire...,2,,梨花帶雨，我見猶憐。,[03]__MTU_skills__Active_buff.loc.tsv
Hua Lanli,3,,華氏,hv_TEXT_cb_loadout.loc.tsv
Hua Lanli's Leather Armour,1,,華氏的皮甲,[02]__MTU_items__Armour.loc.tsv
"Hua Lanli, renowned for her archery skill, joined the faction. Like many warrior women of Liang Province, her face and hands are a bit rough, but fetching and formidable all the same. You gift to her several fine silk garments, rare gems, and provide exquisite meals. In your mind, the designs to make her your concubine have already taken flight like an arrow from her Goshawk bow.",1,,,[04]__MTU_events___Concubine.loc.tsv
"Hua Lanli’s archery skills are outstanding - drawing comparisons to the ancient hero Hou Yi, the Lord Archer himself.",1,,,[01]__MTU_generals__Metal_sentienl.loc.tsv
Hua Lanli’s pinpoint accuracy strikes fear in the enemy.,2,,,[03]__MTU_skills___Projectile.loc.tsv
Hua Xin,2,,華歆,[01]__MTU_generals__Water_strategist.loc.tsv
Hua Xin knows and accepts that terrible acts must be committed to preserve his status within the hierarchy.,2,,高瞻之論還需配上願聽忠言之明主。,[03]__MTU_skills__Passive_debuff.loc.tsv
Hua Xin’s Embroidered Suit,1,,華歆的华服,[02]__MTU_items__Armour.loc.tsv
Huang Shao,1,,,hv_TEXT_cb_loadout.loc.tsv
Huang Zhong,1,,,hv_TEXT_cb_loadout.loc.tsv
Huang Zu,2,,,[01]__MTU_generals__Wood_champion.loc.tsv
"Huang Zu feigns retreat, only to rapidly re-engage the unsuspecting enemy and give his men the upperhand.",2,,即使是逆境之下，黃祖也不會退縮。,[03]__MTU_skills__Passive_buff.loc.tsv
Huang Zu is famed to have placed the tiger of Jiangdong in his coffin,1,,黃祖最善於百步之外陰襲敵軍。,[03]__MTU_skills___Projectile.loc.tsv
Huang Zu is famed to have put the Tiger of Jiangdong in his coffin.,1,,黃祖最善於百步之外陰襲敵軍。,[03]__MTU_skills___Projectile.loc.tsv
Huang Zu's Armour,1,,,[02]__MTU_items__Armour.loc.tsv
Huanglao's Paragons,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Hunting Area,3,,,hv_TEXT_building.loc.tsv
Hurl a bundle of explosive fire bombs to knock down the enemy.,3,,扔擲爆裂火油彈來擊倒敵人。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
I have no choice but to pretend that I am a warrior who knows no fear.,1,,我别无选择，只能假装自己是一個無畏战士,hv_TEXT_unit_abilities.loc.tsv
"If only strength can rule, then strength must be displayed often and in great abundance. And it must be used to make an example of fools who would believe otherwise. \\n\\n Trained in the Xiliang style of warfare, these disciplined warriors form the backbone of the ironfisted rule that Dong Zhuo and Lu Bu impose upon the Han. Skilled with both the bow and the sword, they habitually patrol the streets to put down any unrest. ",1,如果只有力量才能統治，那麼就必須經常充分地展現這樣的力量。必須用那些不信的傻瓜們來罰一儆百。\\n\\n這些經過西涼訓練的戰士，是董卓與呂布强加於漢朝的鐵腕統治的中堅力量。\\n\\n他們弓劍嫻熟，經常上街巡邏，平息騷亂。,,hv_TEXT_unit_long_desc.loc.tsv
"If only strength can rule, then strength must be displayed often and in great abundance. And it must be used to make example of fools who would believe otherwise. \\n\\n Trained in the Xiliang style of warfare, these disciplined warriors form the backbone of the ironfisted rule that Dong Zhuo and Lu Bu impose upon the Han. Atop their steeds, they patrol the countryside, putting down any opposition with bow and sword. ",1,如果只有力量才能統治，那麼就必須經常充分地展現這樣的力量。必須用那些不信的傻瓜們來罰一儆百。\\n\\n這些經過西涼訓練的戰士，是董卓與呂布强加於漢朝的鐵腕統治的中堅力量。\\n\\n他們騎馬在鄉間巡邏，用弓劍擊倒任何敵人。,,hv_TEXT_unit_long_desc.loc.tsv
"If the year is beyond 195 CE and the emperor token is still in play, then the Imperial Intrigue panel will become unlocked.",1,假如公元195年後象徵性的皇帝依然在位，到時候朝廷權謀面板將會解除鎖定。,,ifo_text_TWEAK.loc.tsv
If you can conquer the mind of the enemy then half the battle is won.,2,,若能征服敵軍的軍心，戰鬥便贏了一半。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"If you hit them first, they may not hit you.",1,,先下手爲强。,hv_TEXT_unit_abilities.loc.tsv
"If you know the enemy and know yourself, you will be formidable in battle.",2,,知己知彼，百戰不殆。,[03]__MTU_skills__Active_buff.loc.tsv
"If you survive the battle, I'll treat you to dinner!",2,,設下酒宴，待將軍得勝歸來！,[03]__MTU_skills__Active_buff.loc.tsv
Ignoble Opportunist,2,,,[01]__MTU_generals__Water_strategist.loc.tsv
Ignore,2,,,ifo_text_TWEAK.loc.tsv
Ignore the Barbarian's Demands,1,,,[04]__MTU_events___Cai_family.loc.tsv
Ignore them,1,,,hv_TEXT_events.loc.tsv
Immature but passionate.,1,,不經世故但鬥志昂揚。,hv_TEXT_unit_abilities.loc.tsv
Impenetrable Redoubt,2,,堅韌堡壘,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Imperial Favour,10,,,hv_TEXT_effects_pooled_resource.loc.tsv
Imperial Favour: A Gift from the Emperor,1,,,ifo_text_TWEAK.loc.tsv
Imperial Favour: Ancestral Rite,1,皇帝寵信：祭祀儀式,,ifo_text_TWEAK.loc.tsv
Imperial Favour: Banquet,1,皇帝寵信：皇家宴會,,ifo_text_TWEAK.loc.tsv
Imperial General,2,,,[01]__MTU_generals__Fire_vanguard.loc.tsv
Imperial Sword Guards,1,禁軍劍衛,,hv_TEXT_unit_text_replacements.loc.tsv
Imperial ancestral rite ended,3,皇家祭祀儀式結束,,ifo_text_TWEAK.loc.tsv
Imperial banquet ended without incident,1,皇家宴會結束，並無意外發生,,ifo_text_TWEAK.loc.tsv
Imperious Presence,1,,霸氣逼人,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Impetuous Charge,3,,狂暴衝鋒,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Importunity,3,,堅韌不屈,hv_TEXT_unit_abilities.loc.tsv
"In an [[b]]ambush[[/b]], the defending force is attacked from both sides while marching in column, leaving the attacker to choose the best time to strike.",1,,,hv_TEXT_frontend_features.loc.tsv
"In chaotic times, sometimes you must set personal feelings aside and treat them with kindness.",1,,,[04]__MTU_events__Common.loc.tsv
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. Armed with the two-handed zhanmadao, these warriors can bring any cavalry charge to a brutal standstill and make short work of their foes afterwards.",1,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n每一支軍隊都有自己的精銳，西涼精銳則尤其出色。\\n\\n這些戰士裝備雙手斬馬刀，可以讓任何騎兵的衝鋒陷入死戰，然後輕易地解決掉敵人。,,hv_TEXT_unit_long_desc.loc.tsv
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These crossbowmen are anti-cavalry specialists. Even the powerful nomadic cataphracts shun them.",1,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n每一支軍隊都有自己的精銳，西涼精銳則尤其出色。\\n\\n這些弩手是反騎兵專家。即使是强大的遊牧鐵騎也會避開他們。,,hv_TEXT_unit_long_desc.loc.tsv
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These spearmen, clad in iron armor and wielding great shields, will hold the frontline of any army and drive the enemy back. ",1,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n每一支軍隊都有自己的精銳，西涼精銳則尤其出色。\\n\\n這些矛兵身穿鐵甲，手持巨盾，將守住任何軍隊的前線並擊退敵兵。,,hv_TEXT_unit_long_desc.loc.tsv
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These warriors, clad in heavy armor and riding equally armoured steeds, are the best the Xiliang have to offer. Though slow in maneuvers, almost none can oppose them as they charge into enemy ranks, trampling and goring their enemies on their spears.",1,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n每一支軍隊都有自己的精銳，西涼精銳則尤其出色。\\n\\n這些士兵身著重甲，戰馬同樣披著馬甲，他們是西涼最强的戰士。雖然行動緩慢，但當他們沖進敵人陣型，踐踏和刺殺敵人時，幾乎沒有人能抵抗他們。,,hv_TEXT_unit_long_desc.loc.tsv
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. After having thrown a spare hand-ji, these men will charge the enemy line, swinging their dagger-axes in one hand while the other holds a shield to parry retaliatory blows.",1,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n勇敢而老練的西涼軍是大多數軍閥羡慕的對象，也是西涼軍將領的驕傲。\\n\\n這些士兵會先投擲一隻備用的手戟，然後沖向敵人的防線，一隻手揮舞著他們的匕首斧，另一隻手拿著盾牌來招架敵人的回擊。,,hv_TEXT_unit_long_desc.loc.tsv
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. Skilled horsemen such as these will ride the enemy down in a devastating charge and retreat before the enemy can launch a counterattack, or pepper them with arrows.",1,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n勇敢而老練的西涼軍是大多數軍閥羡慕的對象，也是西涼軍將領的驕傲。\\n\\n像這樣的老練騎兵會以毀滅性的衝鋒打散敵人，而在敵人發動反擊或放箭射他們之前他們已經撤走。,,hv_TEXT_unit_long_desc.loc.tsv
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Armed with crossbows, these soldiers rain down a hail of armour-piercing missiles on their foes. A wise general will support them with spearmen, as they are a prime target for enemy horsemen.",1,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n勇敢而老練的西涼軍是大多數軍閥羡慕的對象，也是西涼軍將領的驕傲。\\n\\n這些士兵手持弓弩，向敵人發射大量穿甲箭矢。聰明的將軍會用矛兵支援他們，因為他們是敵人騎兵的主要目標。,,hv_TEXT_unit_long_desc.loc.tsv
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Imitating the tactics of the tribes they often face, these horse archers are proficient hit-and-run combatants. They will strike where the enemies are weakest, while remaining out of reach of all weapons, save arrows or crossbow bolts.",1,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n勇敢而老練的西涼軍是大多數軍閥羡慕的對象，也是西涼軍將領的驕傲。\\n\\n這些馬弓手會模仿他們經常面對的草原部落的戰術，可以熟練地邊射邊跑。他們將攻擊敵人最薄弱的地方，同時會保持距離，沒有弓弩便無法傷害他們。,,hv_TEXT_unit_long_desc.loc.tsv
