Key,English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw
effects_description_hv_effect_elemental_expertise_attack_rate,[[b]]%+n%[[/b]] melee attack rate for melee infantry,近战步兵近战攻击速率[[b]]%+n%[[/b]],MappedByPattern,,近战步兵近战攻击速率 [[b]]%+n%[[/b]],近战步兵近战攻速 [[b]]%+n%[[/b]],True,True,近戰步兵近戰攻擊速率[[b]]%+n%[[/b]],MappedByPattern,,近戰步兵近戰攻擊速率 [[b]]%+n%[[/b]],近戰步兵近戰攻速 [[b]]%+n%[[/b]]
effects_description_hv_effect_elemental_expertise_corruption,[[b]]%+n%[[/b]] corruption,腐败[[b]]%+n%[[/b]],Vanilla,腐败[[b]]%+n%[[/b]],腐败 [[b]]%+n%[[/b]],腐败 [[b]]%+n%[[/b]],True,True,腐敗[[b]]%+n%[[/b]],Vanilla,腐敗[[b]]%+n%[[/b]],腐敗 [[b]]%+n%[[/b]],腐敗 [[b]]%+n%[[/b]]
effects_description_hv_effect_elemental_expertise_melee_defence,[[b]]%+n[[/b]] melee evasion,近战闪避[[b]]%+n[[/b]],MappedByPattern,近战闪避[[b]]%+n[[/b]],近战闪避 [[b]]%+n[[/b]],近战闪避 [[b]]%+n[[/b]],True,True,近戰迴避[[b]]%+n[[/b]],MappedByPattern,近戰迴避[[b]]%+n[[/b]],近戰迴避 [[b]]%+n[[/b]],近戰閃避 [[b]]%+n[[/b]]
effects_description_hv_effect_elemental_instinct_cavalry_charge_bonus,[[b]]%+n[[/b]] charge bonus for cavalry,骑兵冲锋加成[[b]]%+n[[/b]],MappedByPattern,,骑兵冲锋加成 [[b]]%+n[[/b]],骑兵冲锋加成 [[b]]%+n[[/b]],True,True,騎兵衝鋒加成[[b]]%+n[[/b]],MappedByPattern,,騎兵衝鋒加成 [[b]]%+n[[/b]],騎兵衝鋒加成 [[b]]%+n[[/b]]
effects_description_hv_effect_elemental_instinct_melee_attack,[[b]]%+n%[[/b]] additional melee hit bonus,近战命中加成[[b]]%+n%[[/b]],MappedByPattern,,近战命中加成 [[b]]%+n%[[/b]],近战命中加成 [[b]]%+n%[[/b]],True,True,近戰命中加成[[b]]%+n%[[/b]],MappedByPattern,,近戰命中加成 [[b]]%+n%[[/b]],近戰命中加成 [[b]]%+n%[[/b]]
effects_description_hv_effect_elemental_instinct_redeployment_cost,[[b]]%+n%[[/b]] redeployment cost,重新部署成本[[b]]%+n%[[/b]],Vanilla,重新部署成本[[b]]%+n%[[/b]],重新部署成本 [[b]]%+n%[[/b]],重新部署成本 [[b]]%+n%[[/b]],True,True,重新部署成本[[b]]%+n%[[/b]],Vanilla,重新部署成本[[b]]%+n%[[/b]],重新部署成本 [[b]]%+n%[[/b]],重新部署成本 [[b]]%+n%[[/b]]
effects_description_hv_effect_elemental_resolve_food_mod,[[b]]%+n%[[/b]] food production,粮食产量[[b]]%+n%[[/b]],Vanilla,粮食产量[[b]]%+n%[[/b]],粮食产量 [[b]]%+n%[[/b]],粮食产量 [[b]]%+n%[[/b]],True,True,糧食生產[[b]]%+n%[[/b]],Vanilla,糧食生產[[b]]%+n%[[/b]],糧食生產 [[b]]%+n%[[/b]],糧食產量 [[b]]%+n%[[/b]]
effects_description_hv_effect_elemental_resolve_health_bodyguard,[[b]]%+n%[[/b]] general's bodyguard size,将领卫队规模[[b]]%+n%[[/b]],Vanilla,将领卫队规模[[b]]%+n%[[/b]],将领卫队规模 [[b]]%+n%[[/b]],将领卫队规模 [[b]]%+n%[[/b]],True,True,將領貼身護衛規模[[b]]%+n%[[/b]],Vanilla,將領貼身護衛規模[[b]]%+n%[[/b]],將領貼身護衛規模 [[b]]%+n%[[/b]],將領衛隊規模 [[b]]%+n%[[/b]]
effects_description_hv_effect_elemental_resolve_spear_weapon_damage,[[b]]%+n%[[/b]] weapon damage for polearm infantry,持戟步兵武器伤害[[b]]%+n%[[/b]],MappedByPattern,,持戟步兵武器伤害 [[b]]%+n%[[/b]],持戟步兵武器伤害 [[b]]%+n%[[/b]],True,True,持戟步兵武器傷害[[b]]%+n%[[/b]],MappedByPattern,,持戟步兵武器傷害 [[b]]%+n%[[/b]],持戟步兵武器傷害 [[b]]%+n%[[/b]]
effects_description_hv_effect_enable_explosive_trebuchet_shell,Enables: Explosive Shot (Trebuchet),可使用：爆裂弹（投石机）,MappedByText,,可使用：爆裂弹（投石机）,可使用：爆裂弹（霹雳车）,True,True,可使用：爆裂彈（投石機）,MappedByText,,可使用：爆裂彈（投石機）,可使用：爆裂彈（霹靂車）
effects_description_hv_effect_ma_teng_cavalry_unique_ability,Unlocks a special ability for cavalry units,解锁骑兵部队一个特殊能力,MappedByText,,解锁骑兵单位一个特殊能力,解锁骑兵单位独有能力,True,True,解鎖騎兵單位一個特殊能力,MappedByText,,解鎖騎兵單位一個特殊能力,解鎖騎兵單位獨有能力
effects_description_hv_effect_mass_cavalry,[[b]]%+n%[[/b]] mass for cavalry units,骑兵单位质量[[b]]%+n%[[/b]],MappedByPattern,,骑兵单位质量 [[b]]%+n%[[/b]],骑兵单位质量 [[b]]%+n%[[/b]],True,True,騎兵單位質量[[b]]%+n%[[/b]],MappedByPattern,,騎兵單位質量 [[b]]%+n%[[/b]],騎兵單位質量 [[b]]%+n%[[/b]]
effects_description_hv_effect_mercenary_pool_recruitment_cost_mod,[[b]]%+n%[[/b]] recruitment cost for captain retinues,伯长部曲招募费用[[b]]%+n%[[/b]],MappedByPattern,伯长部曲征募费用[[b]]%+n%[[/b]],伯长部曲部队招募费用 [[b]]%+n%[[/b]],伯长部曲部队招募费用 [[b]]%+n%[[/b]],True,True,校尉部曲招募費用[[b]]%+n%[[/b]],MappedByPattern,校尉部曲招募成本[[b]]%+n%[[/b]],校尉部曲單位招募費用 [[b]]%+n%[[/b]],伯長部曲部隊招募費用 [[b]]%+n%[[/b]]
effects_description_hv_effect_mercenary_pool_upkeep_mod,[[b]]%+n%[[/b]] upkeep cost for captain retinues,伯长部曲维持费[[b]]%+n%[[/b]],MappedByPattern,,伯长部曲维持费 [[b]]%+n%[[/b]],伯长部曲维持费 [[b]]%+n%[[/b]],True,True,校尉部曲維持費[[b]]%+n%[[/b]],MappedByPattern,,校尉部曲單位維持費 [[b]]%+n%[[/b]],伯長部曲維持費 [[b]]%+n%[[/b]]
effects_description_hv_effect_pooled_resource_gongsun_zan_buildings,[[b]]%+n[[/b]] stratocracy per turn,每回合军政[[b]]%+n[[/b]],MappedByPattern,,每回合军政 [[b]]%+n[[/b]],每回合军政 [[b]]%+n[[/b]],True,True,每回合軍政[[b]]%+n[[/b]],MappedByPattern,,每回合軍政 [[b]]%+n[[/b]],每回合軍政 [[b]]%+n[[/b]]
effects_description_hv_effect_pooled_resource_gongsun_zan_decay_rate_1,%-n stratocracy decay,军政衰退%-n,MappedByText,,%-n军政衰退,%-n军政衰退,True,True,軍政衰退%-n,MappedByText,,%-n 軍政衰退,%-n軍政衰退
effects_description_hv_effect_pooled_resource_gongsun_zan_garrison,[[b]]%+n[[/b]] stratocracy per turn,每回合军政[[b]]%+n[[/b]],MappedByPattern,,每回合军政 [[b]]%+n[[/b]],每回合军政 [[b]]%+n[[/b]],True,True,每回合軍政[[b]]%+n[[/b]],MappedByPattern,,每回合軍政 [[b]]%+n[[/b]],每回合軍政 [[b]]%+n[[/b]]
effects_description_hv_effect_pooled_resource_ma_teng_buildings,[[b]]%+n[[/b]] horse breeding,养马[[b]]%+n[[/b]],MappedByPattern,,养马 [[b]]%+n[[/b]],骏马 [[b]]%+n[[/b]],True,True,養馬[[b]]%+n[[/b]],MappedByPattern,,養馬 [[b]]%+n[[/b]],駿馬 [[b]]%+n[[/b]]
effects_description_hv_effect_pooled_resource_ma_teng_decay_rate_1,%-n horse breeding decay,养马衰退%-n,MappedByText,,%-n养马衰退,%-n骏马衰退,True,True,養馬衰退%-n,MappedByText,,%-n 養馬衰退,%-n駿馬衰退
effects_description_hv_effect_pooled_resource_zhang_yan_buildings,[[b]]%+n[[/b]] black mountain,黑山[[b]]%+n[[/b]],MappedByPattern,,黑山 [[b]]%+n[[/b]],凝聚 [[b]]%+n[[/b]],True,True,黑山[[b]]%+n[[/b]],MappedByPattern,,黑山 [[b]]%+n[[/b]],凝聚 [[b]]%+n[[/b]]
effects_description_hv_effect_pooled_resource_zhang_yan_decay_rate_1,%-n black mountain decay,黑山衰退%-n,MappedByText,,%-n黑山衰退,%-n凝聚衰退,True,True,黑山衰退%-n,MappedByText,,%-n 黑山衰退,%-n凝聚衰退
effects_description_hv_effect_pooled_resource_zhang_yan_from_battles,[[b]]%+n[[/b]] black mountain,黑山[[b]]%+n[[/b]],MappedByPattern,,黑山 [[b]]%+n[[/b]],凝聚 [[b]]%+n[[/b]],True,True,黑山[[b]]%+n[[/b]],MappedByPattern,,黑山 [[b]]%+n[[/b]],凝聚 [[b]]%+n[[/b]]
effects_description_hv_effect_replenishment_cavalry,[[b]]%+n%[[/b]] replenishment for cavalry units,骑兵部队补员速率[[b]]%+n%[[/b]],MappedByPattern,,骑兵部队补员速率 [[b]]%+n%[[/b]],骑兵部队补员速率 [[b]]%+n%[[/b]],True,True,騎兵單位補員速率[[b]]%+n%[[/b]],MappedByPattern,,騎兵單位補員速率 [[b]]%+n%[[/b]],騎兵部隊補員速率 [[b]]%+n%[[/b]]
effects_description_hv_effect_replenishment_character_only,[[b]]%+n%[[/b]] health recovery for characters,人物生命值回复[[b]]%+n%[[/b]],MappedByPattern,,人物生命值回复 [[b]]%+n%[[/b]],人物生命值回复 [[b]]%+n%[[/b]],True,True,人物生命值回復[[b]]%+n%[[/b]],MappedByPattern,,人物生命值回復 [[b]]%+n%[[/b]],人物生命值回覆 [[b]]%+n%[[/b]]
effects_description_hv_effect_replenishment_danyang_army,[[b]]%+n%[[/b]] replenishment for Danyang units,丹阳部队补员速率[[b]]%+n%[[/b]],MappedByPattern,,丹阳部队补员速率 [[b]]%+n%[[/b]],丹阳部队补员速率 [[b]]%+n%[[/b]],True,True,丹陽單位補員速率[[b]]%+n%[[/b]],MappedByPattern,,丹陽單位補員速率 [[b]]%+n%[[/b]],丹陽部隊補員速率 [[b]]%+n%[[/b]]
effects_description_hv_effect_replenishment_ironfist_army,[[b]]%+n%[[/b]] replenishment for Ironfist Cavalry,铁拳骑兵补员速率[[b]]%+n%[[/b]],MappedByPattern,,铁拳骑兵部队补员速率 [[b]]%+n%[[/b]],铁拳骑兵部队补员速率 [[b]]%+n%[[/b]],True,True,鐵拳騎兵補員速率[[b]]%+n%[[/b]],MappedByPattern,,鐵拳騎兵單位補員速率 [[b]]%+n%[[/b]],鐵拳騎兵部隊補員速率 [[b]]%+n%[[/b]]
effects_description_hv_effect_replenishment_jingchou_army,[[b]]%+n%[[/b]] replenishment for Jingchu units,荆楚部队补员速率[[b]]%+n%[[/b]],MappedByPattern,,荆楚部队补员速率 [[b]]%+n%[[/b]],荆楚部队补员速率 [[b]]%+n%[[/b]],True,True,荊楚單位補員速率[[b]]%+n%[[/b]],MappedByPattern,,荊楚單位補員速率 [[b]]%+n%[[/b]],荊楚部隊補員速率 [[b]]%+n%[[/b]]
effects_description_hv_effect_replenishment_northern_army,[[b]]%+n%[[/b]] replenishment for the Northern Army units,北军部队补员速率[[b]]%+n%[[/b]],MappedByPattern,,北军部队补员速率 [[b]]%+n%[[/b]],北军部队补员速率 [[b]]%+n%[[/b]],True,True,北軍單位補員速率[[b]]%+n%[[/b]],MappedByPattern,,北軍單位補員速率 [[b]]%+n%[[/b]],北軍部隊補員速率 [[b]]%+n%[[/b]]
effects_description_hv_effect_replenishment_royal_guards,[[b]]%+n%[[/b]] replenishment for Royal Guard units,禁卫部队补员速率[[b]]%+n%[[/b]],MappedByPattern,,禁卫部队补员速率 [[b]]%+n%[[/b]],禁军部队补员速率 [[b]]%+n%[[/b]],True,True,禁衛單位補員速率[[b]]%+n%[[/b]],MappedByPattern,,禁衛單位補員速率 [[b]]%+n%[[/b]],禁軍部隊補員速率 [[b]]%+n%[[/b]]
effects_description_hv_effect_replenishment_xiliang_army,[[b]]%+n%[[/b]] replenishment for Xiliang units,西凉部队补员速率[[b]]%+n%[[/b]],MappedByPattern,,西凉部队补员速率 [[b]]%+n%[[/b]],西凉部队补员速率 [[b]]%+n%[[/b]],True,True,西涼單位補員速率[[b]]%+n%[[/b]],MappedByPattern,,西涼單位補員速率 [[b]]%+n%[[/b]],西涼部隊補員速率 [[b]]%+n%[[/b]]
effects_description_hv_effect_rule_of_might_building_construction_time_mod,[[b]]%+n[[/b]] construction time,建造时间[[b]]%+n[[/b]],Vanilla,建造时间[[b]]%+n[[/b]],建造时间 [[b]]%+n[[/b]],建造时间 [[b]]%+n[[/b]],True,True,建造時間[[b]]%+n[[/b]],Vanilla,建造時間[[b]]%+n[[/b]],建造時間 [[b]]%+n[[/b]],建造時間 [[b]]%+n[[/b]]
effects_description_hv_effect_rule_of_might_character_salary,[[b]]%+n%[[/b]] character salary,人物俸禄[[b]]%+n%[[/b]],Vanilla,人物俸禄[[b]]%+n%[[/b]],人物俸禄 [[b]]%+n%[[/b]],人物俸禄 [[b]]%+n%[[/b]],True,True,人物薪餉[[b]]%+n%[[/b]],Vanilla,人物薪餉[[b]]%+n%[[/b]],人物薪餉 [[b]]%+n%[[/b]],人物俸祿 [[b]]%+n%[[/b]]
effects_description_hv_effect_rule_of_might_force_redeployment_cost,[[b]]%+n%[[/b]] redeployment cost,重新部署成本[[b]]%+n%[[/b]],Vanilla,重新部署成本[[b]]%+n%[[/b]],重新部署成本 [[b]]%+n%[[/b]],重新部署成本 [[b]]%+n%[[/b]],True,True,重新部署成本[[b]]%+n%[[/b]],Vanilla,重新部署成本[[b]]%+n%[[/b]],重新部署成本 [[b]]%+n%[[/b]],重新部署成本 [[b]]%+n%[[/b]]
effects_description_hv_effect_rule_of_might_province_food_mod,[[b]]%+n%[[/b]] food production,粮食产量[[b]]%+n%[[/b]],Vanilla,粮食产量[[b]]%+n%[[/b]],粮食产量 [[b]]%+n%[[/b]],粮食产量 [[b]]%+n%[[/b]],True,True,糧食生產[[b]]%+n%[[/b]],Vanilla,糧食生產[[b]]%+n%[[/b]],糧食生產 [[b]]%+n%[[/b]],糧食產量 [[b]]%+n%[[/b]]
effects_description_hv_effect_rule_of_virtue_economy_trade_power,[[b]]%+n%[[/b]] trade influence,贸易影响[[b]]%+n%[[/b]],Vanilla,贸易影响[[b]]%+n%[[/b]],贸易影响力 [[b]]%+n%[[/b]],贸易影响力 [[b]]%+n%[[/b]],True,True,貿易影響力[[b]]%+n%[[/b]],Vanilla,貿易影響力[[b]]%+n%[[/b]],貿易影響力 [[b]]%+n%[[/b]],貿易影響力 [[b]]%+n%[[/b]]
effects_description_hv_effect_rule_of_virtue_province_public_order_faction,[[b]]%+n[[/b]] {{tr:public_order}},{{tr:public_order}}[[b]]%+n[[/b]],Vanilla,{{tr:public_order}}[[b]]%+n[[/b]],{{tr:public_order}} [[b]]%+n%[[/b]],{{tr:public_order}} [[b]]%+n%[[/b]],True,True,{{tr:public_order}}[[b]]%+n[[/b]],Vanilla,{{tr:public_order}}[[b]]%+n[[/b]],{{tr:public_order}} [[b]]%+n%[[/b]],{{tr:public_order}} [[b]]%+n%[[/b]]
effects_description_hv_effect_skill_heavy_infantry_speed,[[b]]%+n%[[/b]] battle running speed for heavy infantry units,重装步兵部队战场奔跑速度[[b]]%+n%[[/b]],MappedByPattern,,重装步兵战场奔跑速度 [[b]]%+n%[[/b]],重装步兵奔跑速度 [[b]]%+n%[[/b]],True,True,重型步兵單位戰場奔跑速度[[b]]%+n%[[/b]],MappedByPattern,,重型步兵戰場奔跑速度 [[b]]%+n%[[/b]],重裝步兵奔跑速度 [[b]]%+n%[[/b]]
effects_description_hv_effect_skill_light_infantry_speed,[[b]]%+n%[[/b]] battle running speed for light Infantry,轻装步兵战场奔跑速度[[b]]%+n%[[/b]],MappedByPattern,,轻装步兵战场奔跑速度 [[b]]%+n%[[/b]],轻装步兵奔跑速度 [[b]]%+n%[[/b]],True,True,輕型步兵戰場奔跑速度[[b]]%+n%[[/b]],MappedByPattern,,輕型步兵戰場奔跑速度 [[b]]%+n%[[/b]],輕裝步兵奔跑速度 [[b]]%+n%[[/b]]
effects_description_hv_effect_skill_melee_attack_metal_units,[[b]]%+n%[[/b]] additional melee hit bonus for melee infantry,近战步兵近战命中加成[[b]]%+n%[[/b]],MappedByPattern,,近战步兵近战命中加成 [[b]]%+n%[[/b]],近战步兵近战命中加成 [[b]]%+n%[[/b]],True,True,近戰步兵近戰命中加成[[b]]%+n%[[/b]],MappedByPattern,,近戰步兵近戰命中加成 [[b]]%+n%[[/b]],近戰步兵近戰命中加成 [[b]]%+n%[[/b]]
effects_description_hv_effect_skill_melee_defence_fire_units,[[b]]%+n[[/b]] melee evasion for shock cavalry,冲击骑兵近战闪避[[b]]%+n[[/b]],MappedByPattern,,冲击骑兵近战闪避 [[b]]%+n[[/b]],冲击骑兵近战闪避 [[b]]%+n[[/b]],True,True,突擊騎兵近戰迴避[[b]]%+n[[/b]],MappedByPattern,,突擊騎兵近戰迴避 [[b]]%+n[[/b]],衝擊騎兵近戰閃避 [[b]]%+n[[/b]]
effects_description_hv_effect_skill_missile_block_mod_all,[[b]]%+n%[[/b]] missile block chance,远程格挡概率[[b]]%+n%[[/b]],MappedByPattern,,远程格挡概率 [[b]]%+n%[[/b]],远程格挡概率 [[b]]%+n%[[/b]],True,True,遠程格擋機率[[b]]%+n%[[/b]],MappedByPattern,,遠程格擋機率 [[b]]%+n%[[/b]],遠程格擋概率 [[b]]%+n%[[/b]]
effects_description_hv_effect_skill_retinue_cavalry_speed,[[b]]%+n%[[/b]] battle running speed for cavalry units,骑兵部队战场奔跑速度[[b]]%+n%[[/b]],MappedByPattern,,骑兵战场奔跑速度 [[b]]%+n%[[/b]],骑兵奔跑速度 [[b]]%+n%[[/b]],True,True,騎兵單位戰場奔跑速度[[b]]%+n%[[/b]],MappedByPattern,,騎兵戰場奔跑速度 [[b]]%+n%[[/b]],騎兵奔跑速度 [[b]]%+n%[[/b]]
effects_description_hv_effect_skill_retinue_infantry_missile_resistance,[[b]]%+n%[[/b]] missile resistance for infantry units,步兵部队远程抗性[[b]]%+n%[[/b]],MappedByPattern,,步兵远程抗性 [[b]]%+n%[[/b]],步兵远程抗性 [[b]]%+n%[[/b]],True,True,步兵單位遠程阻擋[[b]]%+n%[[/b]],MappedByPattern,,步兵遠程阻擋機率 [[b]]%+n%[[/b]],步兵遠程抗性 [[b]]%+n%[[/b]]
effects_description_hv_effect_skill_retinue_infantry_missile_resistance_wood,[[b]]%+n%[[/b]] missile resistance for spear units,矛兵部队远程抗性[[b]]%+n%[[/b]],MappedByPattern,,矛兵远程抗性 [[b]]%+n%[[/b]],矛兵远程抗性 [[b]]%+n%[[/b]],True,True,槍兵單位遠程阻擋[[b]]%+n%[[/b]],MappedByPattern,,槍兵遠程阻擋機率 [[b]]%+n%[[/b]],矛兵遠程抗性 [[b]]%+n%[[/b]]
effects_description_hv_effect_skill_retinue_melee_attack_enemy_territory,[[b]]%+n%[[/b]] additional melee hit bonus in enemy territory,敌方领土内近战命中加成[[b]]%+n%[[/b]],MappedByPattern,,近战命中加成 [[b]]%+n%[[/b]],近战命中加成 [[b]]%+n%[[/b]],True,True,敵方領土内近戰命中加成[[b]]%+n%[[/b]],MappedByPattern,,近戰命中加成 [[b]]%+n%[[/b]],近戰命中加成 [[b]]%+n%[[/b]]
