Skill,eng,zh-cn,zh-tw,Key,File
hv_abillity_danyang_turning_tide_melee,"As the enemy looms stronger, resolve deepens, granting boosts in morale and endurance, embodying the spirit of defiance and resilience.",敌势愈盛，我方意志更坚。怀着不屈战志和坚韧精神，士气和耐力得到提升。,敵勢愈盛，我方意志更堅。怀著不屈戰志和堅韌精神，士氣和耐力得到提升。,unit_abilities_tooltip_text_hv_abillity_danyang_turning_tide_melee,hv_TEXT_unit_abilities.loc.tsv
hv_abillity_dongzhou_overcoming,Overcoming ,克服,剋服,unit_abilities_onscreen_name_hv_abillity_dongzhou_overcoming,hv_TEXT_unit_abilities.loc.tsv
hv_abillity_dongzhou_overcoming,"In the thick of battle, soldiers call upon their deepest reserves of strength and skill, gaining an edge in combat at the expense of greater exhaustion, a testament to their determination and training",鏖战之中，士卒使出最后的体力奋发争取优势，直到筋疲力竭。这是他们的坚定意志和深厚训练的体现。,鏖戰之中，士卒使出最後的體力奮發爭取優勢，直到筋疲力竭。這是他們的堅定意志和深厚訓練的體現。,unit_abilities_tooltip_text_hv_abillity_dongzhou_overcoming,hv_TEXT_unit_abilities.loc.tsv
hv_abillity_guanxi_confident_rush,Confident Rush,笃定冲刺,篤定衝刺,unit_abilities_onscreen_name_hv_abillity_guanxi_confident_rush,hv_TEXT_unit_abilities.loc.tsv
hv_abillity_guanxi_confident_rush,"Driven by unshakeable belief in victory, units surge forward with a spirited charge, their morale soaring as they close in on the enemy, embodying the fervor of a determined assault.",怀着必胜的信念，军队奋勇前进，齐心冲锋。他们的士气在逼近敌军时更加高涨，勇猛之势汹涌而来，无可阻挡。,懷著必勝的信念，軍隊奮勇前進，齊心衝鋒。他們的士氣在逼近敵軍時更加高漲，勇猛之勢洶湧而來，無可阻擋。,unit_abilities_tooltip_text_hv_abillity_guanxi_confident_rush,hv_TEXT_unit_abilities.loc.tsv
hv_formation_mixed_ranged_spear,Mixed Missile (Shield),混合远程（持盾）,混合遠程（持盾）,unit_abilities_onscreen_name_hv_formation_mixed_ranged_spear,hv_TEXT_unit_abilities.loc.tsv
hv_formation_mixed_ranged_spear,"The unit splits into missiles at the back, in rows, with melee in front protecting them.",该单位分成在后方排成数列的远程士兵，以及在前方保护他们的近战士兵,單位分成在後方排成數列的遠程士兵，以及在前方保護他們的近戰士兵。,unit_abilities_tooltip_text_hv_formation_mixed_ranged_spear,hv_TEXT_unit_abilities.loc.tsv
hv_formation_pike_wall_eight_talents,Pike Wall - Ji Guards of the Eight Talents,八才戟卫戟墙,八才戟衛戟墻,unit_abilities_onscreen_name_hv_formation_pike_wall_eight_talents,hv_TEXT_unit_abilities.loc.tsv
hv_formation_pike_wall_eight_talents,The unit presents a wall of spear-points to the enemy - a strong formation that allows the unit to advance slowly but safely whilst defending against charges.,部队面向敌军形成一道枪墙。这种强大的阵型可以缓慢向敌军推进，并且有效地抵御冲锋,單位將槍頭指向敵人組成一堵牆，這個強固的陣形可讓單位緩慢但安全的推進，同時抵禦衝鋒攻擊。,unit_abilities_tooltip_text_hv_formation_pike_wall_eight_talents,hv_TEXT_unit_abilities.loc.tsv
hv_formation_pike_wall_white_feather,Pike Wall - White Feathers,白毦兵戟墙,白毦兵戟墻,unit_abilities_onscreen_name_hv_formation_pike_wall_white_feather,hv_TEXT_unit_abilities.loc.tsv
hv_formation_ranged_hollowed_square,Hollowed Square (Ranged),中空方阵（远程）,中空方陣（遠程）,unit_abilities_onscreen_name_hv_formation_ranged_hollowed_square,hv_TEXT_unit_abilities.loc.tsv
hv_formation_ranged_hollowed_square,"The unit forms into a hollow square, presenting spears and pikes to any attacker - particularly cavalry - on all four sides.",部队结成空心方阵，将长矛伸向四方的任何攻击者，特别是骑兵,單位組成中空的方陣，將長矛與長槍指向四面來襲的敵人，特別是來襲的騎兵。,unit_abilities_tooltip_text_hv_formation_ranged_hollowed_square,hv_TEXT_unit_abilities.loc.tsv
hv_formation_shield_wall_danyang,Shield Wall (Mobile) - Danyang,丹阳盾墙阵（可机动）,丹陽盾陣（可機動）,unit_abilities_onscreen_name_hv_formation_shield_wall_danyang,hv_TEXT_unit_abilities.loc.tsv
hv_formation_shield_wall_danyang,The unit presents a wall of shields to the enemy - an offensive formation best used to push forward under arrow fire. However the formation cannot be maintained in melee combat.,部队面向敌军结成一道盾墙。这种进攻性阵型适合冒着箭雨向前冲锋，但在陷入近战时则无法维持,單位面對敵人組成一道盾牆，是面對弓箭攻擊時往前推進的最佳進攻陣形。不過無法在近戰中維持此陣形。,unit_abilities_tooltip_text_hv_formation_shield_wall_danyang,hv_TEXT_unit_abilities.loc.tsv
hv_formation_shield_wall_move,Shield Wall (Mobile),盾墙阵（可机动）,盾陣（可機動）,unit_abilities_onscreen_name_hv_formation_shield_wall_move,hv_TEXT_unit_abilities.loc.tsv
hv_formation_shock_loose,Loose and Charge,疏阵冲锋,疏陣衝鋒,unit_abilities_onscreen_name_hv_formation_shock_loose,hv_TEXT_unit_abilities.loc.tsv
hv_formation_shock_loose,"The unit spreads apart, making it more difficult for arrows to hit them.",部队排成松散阵型，令敌方箭矢难以射中他们,單位呈分散的陣形，使其較不容易被弓箭擊中。,unit_abilities_tooltip_text_hv_formation_shock_loose,hv_TEXT_unit_abilities.loc.tsv
hv_formation_shock_loose_cavalry,Loose and Charge (Cavalry),骑兵疏阵冲锋,騎兵疏陣衝鋒,unit_abilities_onscreen_name_hv_formation_shock_loose_cavalry,hv_TEXT_unit_abilities.loc.tsv
hv_formation_spear_wall_danyang,Shield Wall (Mobile) (Spear) - Danyang,丹阳矛盾墙阵（可机动）,丹陽槍盾陣（可機動）,unit_abilities_onscreen_name_hv_formation_spear_wall_danyang,hv_TEXT_unit_abilities.loc.tsv
hv_formation_spear_wall_danyang,The unit presents a wall of shields to the enemy - an offensive formation best used to push forward under arrow fire.,部队面向敌军结成一道盾墙。这种进攻性阵型适合冒着箭雨向前冲锋,單位面對敵人組成一道盾牆，是面對弓箭攻擊時往前推進的最佳進攻陣形。,unit_abilities_tooltip_text_hv_formation_spear_wall_danyang,hv_TEXT_unit_abilities.loc.tsv
hv_yuan_caltrops,Caltrops,蒺藜,蒺藜,unit_abilities_onscreen_name_hv_yuan_caltrops,hv_TEXT_unit_abilities.loc.tsv
hv_yuan_caltrops,"Simple nut husks, once trodden upon, cause extreme pain and slow movement.",虽制造简易，踩上去可也是痛不欲生，寸步难移。,就只是普通的果殼，但踩到可是會劇痛不已，使士兵不良於行。,unit_abilities_tooltip_text_hv_yuan_caltrops,hv_TEXT_unit_abilities.loc.tsv
hv_yuan_smokescreen,Smoke Screen,烟幕,煙幕,unit_abilities_onscreen_name_hv_yuan_smokescreen,hv_TEXT_unit_abilities.loc.tsv
hv_yuan_smokescreen,"Thick plumes of smoke obscure line of sight, making units seem temporarily invisible.",重重烟幕遮天蔽日，使该部队暂时隐身。,以濃煙阻擋視線，暫時隱蔽單位行蹤。,unit_abilities_tooltip_text_hv_yuan_smokescreen,hv_TEXT_unit_abilities.loc.tsv
hv_hit_effect_armour_broken,Armour Breaker,破甲,破甲,unit_abilities_onscreen_name_hv_hit_effect_armour_broken,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_armour_broken,Armour broken.,再坚韧的铠甲也能被击破。,再堅韌的鎧甲也能被擊破。,unit_abilities_tooltip_text_hv_hit_effect_armour_broken,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_firelance,Fear of Gunpowder,惧怕火器,懼怕火器,unit_abilities_onscreen_name_hv_hit_effect_firelance,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_firelance,The roar of gunpowder is more terrifying than any man or beast.,火药的轰鸣声比任何人兽都更可畏。,火藥的轟鳴聲比任何人獸都更可畏。,unit_abilities_tooltip_text_hv_hit_effect_firelance,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_overwhelmed,Overwhelmed,压倒,壓倒,unit_abilities_onscreen_name_hv_hit_effect_overwhelmed,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_overwhelmed,This unit has been overwhelmed by the enemy and cannot move properly.,压倒性的优势之于敌方，令其动弹不得。,壓倒性的優勢之於敵方，令其動彈不得。,unit_abilities_tooltip_text_hv_hit_effect_overwhelmed,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_rosin_fire,Rosin Flaming Shot,松脂,松脂,unit_abilities_onscreen_name_hv_hit_effect_rosin_fire,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_rosin_fire,Flammable rosin sticks to clothing and armour.,将易燃的树脂黏着着于敌人的铠甲之上。,將易燃的樹脂黏着着於敵人的鎧甲之上。,unit_abilities_tooltip_text_hv_hit_effect_rosin_fire,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_shield_broken,Shield Breaker,破盾,利斧破盾,unit_abilities_onscreen_name_hv_hit_effect_shield_broken,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_shield_broken,"Whether through hooking, or hacking, axes have a unique ability to reduce the effectiveness of shields.",不管是用钩还是砍，斧头都是对付盾牌的利器。,戰斧擁有削弱盾牌效果的獨特能力，不論勾扯或劈砍都管用。,unit_abilities_tooltip_text_hv_hit_effect_shield_broken,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_sniper_shot,Sniped,阻击,阻擊,unit_abilities_onscreen_name_hv_hit_effect_sniper_shot,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_sniper_shot,Escaped death.,天降箭雨，无路可逃。,天降箭雨，無路可逃。,unit_abilities_tooltip_text_hv_hit_effect_sniper_shot,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_special_crossbow,Chen Crossbow Shot,强弩,強弩,unit_abilities_onscreen_name_hv_hit_effect_special_crossbow,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_special_crossbow,Specially made crossbow bolts from Chen.,陈国特制的弓弩，威力强大。,陳國特製的弓弩，威力強大。,unit_abilities_tooltip_text_hv_hit_effect_special_crossbow,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_taishan_poison_pot,Powerful toxins spread and paralyze the body.,强大的毒素将散布全身导致瘫痪。,強大的毒素將散佈全身導致癱瘓。,unit_abilities_tooltip_text_hv_hit_effect_taishan_poison_pot,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_trident,Parry,格档,格檔,unit_abilities_onscreen_name_hv_hit_effect_trident,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_trident,"Certain polearms, such as the Ji, can parry incoming attacks.",像戟这样的长柄武器可以阻挡对方的攻击。,像戟這樣的長柄武器可以阻擋對方的攻擊。,unit_abilities_tooltip_text_hv_hit_effect_trident,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_venom,Poison!,投毒,投毒,unit_abilities_onscreen_name_hv_hit_effect_venom,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_venom,Poison! Poison!,无毒不丈夫。,無毒不丈夫。,unit_abilities_tooltip_text_hv_hit_effect_venom,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_whistle,Agitation,搅乱,攪亂,unit_abilities_onscreen_name_hv_hit_effect_whistle,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_whistle,It causes fear.,引发恐慌。,引發恐慌。,unit_abilities_tooltip_text_hv_hit_effect_whistle,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_white_horse,White Horse Fellows Shot,白马,白馬,unit_abilities_onscreen_name_hv_hit_effect_white_horse,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_hit_effect_white_horse,Shots from the White Horse Fellows give their enemies pause.,「号‘白马义从’，以实禁卫也。」,「號‘白馬義從’，以實禁衛也。」,unit_abilities_tooltip_text_hv_hit_effect_white_horse,hv_TEXT_unit_abilities_hit_effects.loc.tsv
hv_skill_non_deployable_01,An excellent writing skill.,拥有优秀的文笔。,擁有優秀的文筆。,character_skills_localised_description_hv_skill_non_deployable_01,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_01,Stylism,文学,文學,character_skills_localised_name_hv_skill_non_deployable_01,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_02,A noble messenger.,一名高贵的信使。,一名高貴的信使。,character_skills_localised_description_hv_skill_non_deployable_02,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_02,Herald,先驱,先驅,character_skills_localised_name_hv_skill_non_deployable_02,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_03,Those who toil the land require more utilitarian approaches.,辛苦劳作的农民们需要的却是更为实用的建筑。,耕田的人需要的是更為務實的做法。,character_skills_localised_description_hv_skill_non_deployable_03,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_03,Agronomy,农艺,農藝,character_skills_localised_name_hv_skill_non_deployable_03,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_04,Prevention is better than cure.,防患于未然。,防患於未然。,character_skills_localised_description_hv_skill_non_deployable_04,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_04,Prevention,预防,預防,character_skills_localised_name_hv_skill_non_deployable_04,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_05,This is the basic way to correct corruption.,清除腐败以此为本。,清除腐敗以此爲本。,character_skills_localised_description_hv_skill_non_deployable_05,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_05,Inspection,审查,審查,character_skills_localised_name_hv_skill_non_deployable_05,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_06,All must take up their tools and participate in the enormous effort of rebuilding society.,所有人都必须拿起工具，参与到重建社会的大业中去。,所有人都必須拿起工具，參與到重建社會的大業中去。,character_skills_localised_description_hv_skill_non_deployable_06,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_06,City Recovery,城市复兴,城市復興,character_skills_localised_name_hv_skill_non_deployable_06,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_earth_1,The responsibility that comes with authority should not be taken lightly.,位尊则必担重任，任重则不能轻举。,權威帶來的責任絕不能等閒視之。,character_skills_localised_description_hv_skill_non_deployable_earth_1,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_earth_1,Authority,权威,權威,character_skills_localised_name_hv_skill_non_deployable_earth_1,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_fire_1,"Concentrate on the moment: fight, don't think. Use your instincts.",专注当下：切勿迟疑，但斩前敌。,專注於當下：只管戰鬥，無須思考。活用直覺。,character_skills_localised_description_hv_skill_non_deployable_fire_1,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_fire_1,Instinct,本能,本能,character_skills_localised_name_hv_skill_non_deployable_fire_1,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_metal_1,Martial expertise from hard work. Practice. Preparation. Endless repetition.,习技艺，服劳苦，勤习无休懈，方可弓马娴熟。,高強武藝來自勤練。必須孜孜不倦、未雨綢繆、千錘百鍊。,character_skills_localised_description_hv_skill_non_deployable_metal_1,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_metal_1,Expertise,专精,專精,character_skills_localised_name_hv_skill_non_deployable_metal_1,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_water_1,Be cunning and full of tricks and your people shall never be destroyed.,多谋善计方可立于不败之地。,兵不厭詐，謀如湧泉，則手下士兵無堅不摧。,character_skills_localised_description_hv_skill_non_deployable_water_1,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_water_1,Cunning,智谋,智謀,character_skills_localised_name_hv_skill_non_deployable_water_1,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_wood_1,"A hero's resolve is not to seem the bravest, but to be it.",所谓英雄，不可徒有其表，需当勇冠三军。,英雄的決心並非裝模作樣，而是發自內心的勇氣。,character_skills_localised_description_hv_skill_non_deployable_wood_1,z_dummy_hv_TEXT_non_deployable.loc.tsv
hv_skill_non_deployable_wood_1,Resolve,决心,決心,character_skills_localised_name_hv_skill_non_deployable_wood_1,z_dummy_hv_TEXT_non_deployable.loc.tsv
