Text,Mapped,Count,Override (manual),Override (pattern),C1,Unit type,Unit name,Unit key,Old,File,Duplicated
{{tr:hv_unit_tiger_and_leopard_cavalry}} for recruitment: %+n,{{tr:hv_unit_tiger_and_leopard_cavalry}}部署量：%+n,1,,{{tr:hv_unit_tiger_and_leopard_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_trebuchet}},{{tr:hv_unit_trebuchet}},2,,{{tr:hv_unit_trebuchet}},,,,,投石機,hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_trebuchet}} for recruitment: %+n,{{tr:hv_unit_trebuchet}}部署量：%+n,1,,{{tr:hv_unit_trebuchet}}部署量：%+n,,,,,{{tr:hv_tr_hv_unit_trebuchet}} for recruitment: %+n,hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_warrior_monks}},{{tr:hv_unit_warrior_monks}},1,,{{tr:hv_unit_warrior_monks}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_warrior_monks}} for recruitment: %+n,{{tr:hv_unit_warrior_monks}}部署量：%+n,1,,{{tr:hv_unit_warrior_monks}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_white_feathers}},{{tr:hv_unit_white_feathers}},1,,{{tr:hv_unit_white_feathers}},,,,,白毦兵,hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_white_feathers}} for recruitment: %+n,{{tr:hv_unit_white_feathers}}部署量：%+n,1,,{{tr:hv_unit_white_feathers}}部署量：%+n,,,,,{{tr:hv_tr_hv_unit_white_feathers}} for recruitment: %+n,hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_white_horse_fellows}},{{tr:hv_unit_white_horse_fellows}},1,,{{tr:hv_unit_white_horse_fellows}},,,,,白馬義從,hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_white_horse_fellows}} for recruitment: %+n,{{tr:hv_unit_white_horse_fellows}}部署量：%+n,1,,{{tr:hv_unit_white_horse_fellows}}部署量：%+n,,,,,{{tr:hv_tr_hv_unit_white_horse_fellows}} for recruitment: %+n,hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_white_tiger_bandits}},{{tr:hv_unit_white_tiger_bandits}},1,,{{tr:hv_unit_white_tiger_bandits}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_white_tiger_bandits}} for recruitment: %+n,{{tr:hv_unit_white_tiger_bandits}}部署量：%+n,1,,{{tr:hv_unit_white_tiger_bandits}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_white_tiger_guardsmen}},{{tr:hv_unit_white_tiger_guardsmen}},1,,{{tr:hv_unit_white_tiger_guardsmen}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_white_tiger_guardsmen}} for recruitment: %+n,{{tr:hv_unit_white_tiger_guardsmen}}部署量：%+n,1,,{{tr:hv_unit_white_tiger_guardsmen}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_white_tiger_warriors}},{{tr:hv_unit_white_tiger_warriors}},1,,{{tr:hv_unit_white_tiger_warriors}},,,,,白虎精銳勇士,hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_white_tiger_warriors}} for recruitment: %+n,{{tr:hv_unit_white_tiger_warriors}}部署量：%+n,1,,{{tr:hv_unit_white_tiger_warriors}}部署量：%+n,,,,,{{tr:hv_tr_hv_unit_white_tiger_warriors}} for recruitment: %+n,hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_white_tiger_warriors}} for recruitment: +1,{{tr:hv_unit_white_tiger_warriors}}部署量：+1,1,,{{tr:hv_unit_white_tiger_warriors}}部署量：+1,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_events.loc,FALSE
{{tr:hv_unit_wuhuan_barded_cavalry}},{{tr:hv_unit_wuhuan_barded_cavalry}},1,,{{tr:hv_unit_wuhuan_barded_cavalry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_wuhuan_barded_cavalry}} for recruitment: %+n,{{tr:hv_unit_wuhuan_barded_cavalry}}部署量：%+n,1,,{{tr:hv_unit_wuhuan_barded_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_wuhuan_cavalry}},{{tr:hv_unit_wuhuan_cavalry}},1,,{{tr:hv_unit_wuhuan_cavalry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_wuhuan_cavalry}} for recruitment: %+n,{{tr:hv_unit_wuhuan_cavalry}}部署量：%+n,1,,{{tr:hv_unit_wuhuan_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xian_chen_ying}},{{tr:hv_unit_xian_chen_ying}},1,,{{tr:hv_unit_xian_chen_ying}},,,,,陷陣營,hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xian_chen_ying}} for recruitment: %+n,{{tr:hv_unit_xian_chen_ying}}部署量：%+n,1,,{{tr:hv_unit_xian_chen_ying}}部署量：%+n,,,,,{{tr:hv_tr_hv_unit_xian_chen_ying}} for recruitment: %+n,hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xianbei_archer_cavalry}},{{tr:hv_unit_xianbei_archer_cavalry}},1,,{{tr:hv_unit_xianbei_archer_cavalry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xianbei_archer_cavalry}} for recruitment: %+n,{{tr:hv_unit_xianbei_archer_cavalry}}部署量：%+n,1,,{{tr:hv_unit_xianbei_archer_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_buqu_archer_cavalry}},{{tr:hv_unit_xiliang_buqu_archer_cavalry}},1,,{{tr:hv_unit_xiliang_buqu_archer_cavalry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_buqu_archer_cavalry}} for recruitment: %+n,{{tr:hv_unit_xiliang_buqu_archer_cavalry}}部署量：%+n,1,,{{tr:hv_unit_xiliang_buqu_archer_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_buqu_crossbowmen}},{{tr:hv_unit_xiliang_buqu_crossbowmen}},1,,{{tr:hv_unit_xiliang_buqu_crossbowmen}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_buqu_crossbowmen}} for recruitment: %+n,{{tr:hv_unit_xiliang_buqu_crossbowmen}}部署量：%+n,1,,{{tr:hv_unit_xiliang_buqu_crossbowmen}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_buqu_hand_ji_infantry}},{{tr:hv_unit_xiliang_buqu_hand_ji_infantry}},1,,{{tr:hv_unit_xiliang_buqu_hand_ji_infantry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_buqu_hand_ji_infantry}} for recruitment: %+n,{{tr:hv_unit_xiliang_buqu_hand_ji_infantry}}部署量：%+n,1,,{{tr:hv_unit_xiliang_buqu_hand_ji_infantry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_buqu_ji_infantry}},{{tr:hv_unit_xiliang_buqu_ji_infantry}},1,,{{tr:hv_unit_xiliang_buqu_ji_infantry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_buqu_ji_infantry}} for recruitment: %+n,{{tr:hv_unit_xiliang_buqu_ji_infantry}}部署量：%+n,1,,{{tr:hv_unit_xiliang_buqu_ji_infantry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_buqu_rep_crossbowmen}},{{tr:hv_unit_xiliang_buqu_rep_crossbowmen}},1,,{{tr:hv_unit_xiliang_buqu_rep_crossbowmen}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_buqu_rep_crossbowmen}} for recruitment: %+n,{{tr:hv_unit_xiliang_buqu_rep_crossbowmen}}部署量：%+n,1,,{{tr:hv_unit_xiliang_buqu_rep_crossbowmen}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_buqu_sabre_cavalry}},{{tr:hv_unit_xiliang_buqu_sabre_cavalry}},1,,{{tr:hv_unit_xiliang_buqu_sabre_cavalry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_buqu_sabre_cavalry}} for recruitment: %+n,{{tr:hv_unit_xiliang_buqu_sabre_cavalry}}部署量：%+n,1,,{{tr:hv_unit_xiliang_buqu_sabre_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_buqu_spear_cavalry}},{{tr:hv_unit_xiliang_buqu_spear_cavalry}},1,,{{tr:hv_unit_xiliang_buqu_spear_cavalry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_buqu_spear_cavalry}} for recruitment: %+n,{{tr:hv_unit_xiliang_buqu_spear_cavalry}}部署量：%+n,1,,{{tr:hv_unit_xiliang_buqu_spear_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_buqu_spearmen}},{{tr:hv_unit_xiliang_buqu_spearmen}},1,,{{tr:hv_unit_xiliang_buqu_spearmen}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_buqu_spearmen}} for recruitment: %+n,{{tr:hv_unit_xiliang_buqu_spearmen}}部署量：%+n,1,,{{tr:hv_unit_xiliang_buqu_spearmen}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_elite_2h_swordsmen}},{{tr:hv_unit_xiliang_elite_2h_swordsmen}},1,,{{tr:hv_unit_xiliang_elite_2h_swordsmen}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_elite_2h_swordsmen}} for recruitment: %+n,{{tr:hv_unit_xiliang_elite_2h_swordsmen}}部署量：%+n,1,,{{tr:hv_unit_xiliang_elite_2h_swordsmen}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_elite_barded_2h_spear_cavalry}},{{tr:hv_unit_xiliang_elite_barded_2h_spear_cavalry}},1,,{{tr:hv_unit_xiliang_elite_barded_2h_spear_cavalry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_elite_barded_2h_spear_cavalry}} for recruitment: %+n,{{tr:hv_unit_xiliang_elite_barded_2h_spear_cavalry}}部署量：%+n,1,,{{tr:hv_unit_xiliang_elite_barded_2h_spear_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_elite_crossbowmen}},{{tr:hv_unit_xiliang_elite_crossbowmen}},1,,{{tr:hv_unit_xiliang_elite_crossbowmen}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_elite_crossbowmen}} for recruitment: %+n,{{tr:hv_unit_xiliang_elite_crossbowmen}}部署量：%+n,1,,{{tr:hv_unit_xiliang_elite_crossbowmen}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_elite_enforcers}},{{tr:hv_unit_xiliang_elite_enforcers}},1,,{{tr:hv_unit_xiliang_elite_enforcers}},,,,,關中精銳護衛,hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_elite_enforcers}} for recruitment: %+n,{{tr:hv_unit_xiliang_elite_enforcers}}部署量：%+n,1,,{{tr:hv_unit_xiliang_elite_enforcers}}部署量：%+n,,,,,{{tr:hv_tr_hv_unit_xiliang_elite_enforcers}} for recruitment: %+n,hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_elite_ji_cavalry}},{{tr:hv_unit_xiliang_elite_ji_cavalry}},1,,{{tr:hv_unit_xiliang_elite_ji_cavalry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_elite_ji_cavalry}} for recruitment: %+n,{{tr:hv_unit_xiliang_elite_ji_cavalry}}部署量：%+n,1,,{{tr:hv_unit_xiliang_elite_ji_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_elite_mace_cavalry}},{{tr:hv_unit_xiliang_elite_mace_cavalry}},1,,{{tr:hv_unit_xiliang_elite_mace_cavalry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_elite_mace_cavalry}} for recruitment: %+n,{{tr:hv_unit_xiliang_elite_mace_cavalry}}部署量：%+n,1,,{{tr:hv_unit_xiliang_elite_mace_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiliang_elite_spearmen}},{{tr:hv_unit_xiliang_elite_spearmen}},1,,{{tr:hv_unit_xiliang_elite_spearmen}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiliang_elite_spearmen}} for recruitment: %+n,{{tr:hv_unit_xiliang_elite_spearmen}}部署量：%+n,1,,{{tr:hv_unit_xiliang_elite_spearmen}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiongnu_archer_cavalry}},{{tr:hv_unit_xiongnu_archer_cavalry}},1,,{{tr:hv_unit_xiongnu_archer_cavalry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiongnu_archer_cavalry}} for recruitment: %+n,{{tr:hv_unit_xiongnu_archer_cavalry}}部署量：%+n,1,,{{tr:hv_unit_xiongnu_archer_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiongnu_barded_cavalry}},{{tr:hv_unit_xiongnu_barded_cavalry}},1,,{{tr:hv_unit_xiongnu_barded_cavalry}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiongnu_barded_cavalry}} for recruitment: %+n,{{tr:hv_unit_xiongnu_barded_cavalry}}部署量：%+n,1,,{{tr:hv_unit_xiongnu_barded_cavalry}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_xiongnu_javelineer}},{{tr:hv_unit_xiongnu_javelineer}},1,,{{tr:hv_unit_xiongnu_javelineer}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_xiongnu_javelineer}} for recruitment: %+n,{{tr:hv_unit_xiongnu_javelineer}}部署量：%+n,1,,{{tr:hv_unit_xiongnu_javelineer}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_yellow_dragons}},{{tr:hv_unit_yellow_dragons}},1,,{{tr:hv_unit_yellow_dragons}},,,,,黃龍軍,hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_yellow_dragons}} for recruitment: %+n,{{tr:hv_unit_yellow_dragons}}部署量：%+n,1,,{{tr:hv_unit_yellow_dragons}}部署量：%+n,,,,,{{tr:hv_tr_hv_unit_yellow_dragons}} for recruitment: %+n,hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_ytr_archery_masters}},{{tr:hv_unit_ytr_archery_masters}},1,,{{tr:hv_unit_ytr_archery_masters}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_ytr_arm_of_the_supreme_peace}},{{tr:hv_unit_ytr_arm_of_the_supreme_peace}},1,,{{tr:hv_unit_ytr_arm_of_the_supreme_peace}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_ytr_bringers_of_righteousness}},{{tr:hv_unit_ytr_bringers_of_righteousness}},1,,{{tr:hv_unit_ytr_bringers_of_righteousness}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
{{tr:hv_unit_ytr_bringers_of_righteousness}} for recruitment: %+n,{{tr:hv_unit_ytr_bringers_of_righteousness}}部署量：%+n,1,,{{tr:hv_unit_ytr_bringers_of_righteousness}}部署量：%+n,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_unit_cap.loc,FALSE
{{tr:hv_unit_ytr_captain}},{{tr:hv_unit_ytr_captain}},1,,{{tr:hv_unit_ytr_captain}},,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_name.loc,FALSE
